                           PAIS   ANO           #         VALOR             MOEDA  QUALIDADE                                                                                    MATERIAL  DIAMETRO        VENDA
949                      Israel  2006    KM# 160A             1       SHEKEL NOVO                                                                         ACO COM REVESTIMENTO DE NIQUEL      18MM       2.56; 
950                      Italia  1979     KM# 105           200             LIRAS                                                                                        ALUMINIO-BRONZE      24MM       0.74; 
951                      Italia  1973    KM# 95.1            50             LIRAS                                                                                         ACO INOXIDAVEL    24.8MM       1.01; 
952                      Italia  1981    KM# 96.1           100             LIRAS                                                                                         ACO INOXIDAVEL    27.8MM       1.01; 
953                      Italia  2002     KM# 217             2              EURO                             BIMETALICA: NUCLEO DE NIQUEL BANHADO EM NIQUEL-LATAO  ANEL DE CUPRO-NIQUEL   25.75MM      13.48; 
954                      Italia  2002     KM# 216             1              EURO                               BIMETALICA: NUCLEO DE NIQUEL BANHADO A CUPRO-NIQUEL ANEL DE NIQUEL-LATAO   23.25MM       6.74; 
955                      Italia  1958      KM# 97            20             LIRAS                                                                                        ALUMINIO-BRONZE   21.25MM       0.88; 
956                      Italia  1956    KM# 96.1           100             LIRAS                                                                                         ACO INOXIDAVEL    27.8MM       1.35; 
957                      Italia  1977    KM# 96.1           100             LIRAS                                                                                         ACO INOXIDAVEL    27.8MM       1.01; 
958                      Italia  1977    KM# 95.1            50             LIRAS                                                                                         ACO INOXIDAVEL    24.8MM       0.94; 
959                      Italia  1991      KM# 97            20             LIRAS                                                                                        ALUMINIO-BRONZE   21.25MM       3.71; 
960                      Italia  1953      KM# 92             5             LIRAS                                                                                               ALUMINIO    20.2MM       0.88; 
961                      Italia  1970    KM# 95.1            50             LIRAS                                                                                         ACO INOXIDAVEL    24.8MM       1.69; 
962                      Italia  1965    KM# 95.1            50             LIRAS                                                                                         ACO INOXIDAVEL    24.8MM       1.35; 
963                      Italia  1978    KM# 95.1            50             LIRAS                                                                                         ACO INOXIDAVEL    24.8MM       1.35; 
964                      Italia  1957    KM# 96.1           100             LIRAS                                                                                         ACO INOXIDAVEL    27.8MM       1.01; 
965                      Italia  2010     KM# 212             5  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   21.25MM       0.34; 
966                      Italia  2010     KM# 211             2  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   18.75MM       0.34; 
967                      Italia  2009     KM# 247            10  CENTIMOS DE EURO                                                                                           OURO NORDICO   19.75MM       0.67; 
968                      Italia  2007     KM# 213            10  CENTIMOS DE EURO                                                                                           OURO NORDICO   19.75MM       0.67; 
969                      Italia  2007     KM# 212             5  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   21.25MM       0.47; 
970                      Italia  2006     KM# 212             5  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   21.25MM       0.34; 
971                      Italia  2002     KM# 213            10  CENTIMOS DE EURO                                                                                           OURO NORDICO   19.75MM       0.67; 
972                      Italia  2002     KM# 212             5  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   21.25MM       0.67; 
973                      Italia  2002     KM# 211             2  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   18.75MM        0.4; 
974                      Italia  1998      KM# 92             5             LIRAS                                                                                               ALUMINIO    20.2MM       5.05; 
975                      Italia  1997      KM# 93            10             LIRAS                                                                                               ALUMINIO   23.25MM       3.44; 
976                      Italia  1996     KM# 159           100             LIRAS                                                                                           CUPRO-NIQUEL      22MM       1.35; 
977                      Italia  1995      KM# 97            20             LIRAS                                                                                        ALUMINIO-BRONZE   21.25MM       4.85; 
978                      Italia  1994     KM# 159           100             LIRAS                                                                                           CUPRO-NIQUEL      22MM       1.42; 
979                      Italia  1988     KM# 111           500             LIRAS                                                    BIMETALICA: CENTRO DE BRONZE ANEL DE ACO INOXIDAVEL    25.8MM       4.31; 
980                      Italia  1985     KM# 111           500             LIRAS                                                    BIMETALICA: CENTRO DE BRONZE ANEL DE ACO INOXIDAVEL    25.8MM       2.36; 
981                      Italia  1984     KM# 111           500             LIRAS                                                    BIMETALICA: CENTRO DE BRONZE ANEL DE ACO INOXIDAVEL    25.8MM       2.02; 
982                      Italia  1978     KM# 105           200             LIRAS                                                                                        ALUMINIO-BRONZE      24MM       1.69; 
983                      Italia  1965    KM# 96.1           100             LIRAS                                                                                         ACO INOXIDAVEL    27.8MM       1.69; 
984                      Italia  1950      KM# 89             5             LIRAS                                                                                               ALUMINIO    26.7MM       6.81; 
985                     Jamaica  1969      KM# 46             5          CENTIMOS                                                                                           CUPRO-NIQUEL    19.4MM       1.69; 
986                       Japao  1972      Y# 72A             5             IENES                                                                                                  LATAO      22MM       1.62; 
987                       Japao  1971       Y# 82           100             IENES                                                                                           CUPRO-NIQUEL    22.6MM       6.07; 
988                       Japao  1979      Y# 73A            10             IENES                                                                                                 BRONZE    23.5MM       2.43; 
989                       Japao  2009      Y# 125           500             IENES                                                                                           NIQUEL-LATAO    26.5MM      31.34; 
990                       Japao  1991       Y# 99           500             IENES                                                                                           CUPRO-NIQUEL    26.5MM      29.59; 
991                       Japao  1974      Y# 73A            10             IENES                                                                                                 BRONZE    23.5MM       1.28; 
992                       Japao  1972      Y# 73A            10             IENES                                                                                                 BRONZE    23.5MM       3.84; 
993                       Japao  1975       Y# 81            50             IENES                                                                                           CUPRO-NIQUEL      21MM       3.24; 
994                       Japao  1977       Y# 81            50             IENES                                                                                           CUPRO-NIQUEL      21MM       3.24; 
995                       Japao  2004       Y# 97            10             IENES                                                                                                 BRONZE    23.5MM       1.75; 
996                       Japao  2006       Y# 97            10             IENES                                                                                                 BRONZE    23.5MM       1.08; 
997                       Japao  1990       Y# 97            10             IENES                                                                                                 BRONZE    23.5MM       1.08; 
998                       Japao  1993       Y# 97            10             IENES                                                                                                 BRONZE    23.5MM       1.28; 
999                       Japao  1999       Y# 97            10             IENES                                                                                                 BRONZE    23.5MM       2.09; 
1000                      Japao  2011       Y# 97            10             IENES                                                                                                 BRONZE    23.5MM       1.62; 
1001                      Japao  1977      Y# 73A            10             IENES                                                                                                 BRONZE    23.5MM       1.62; 
1002                      Japao  1978      Y# 73A            10             IENES                                                                                                 BRONZE    23.5MM       2.36; 
1003                      Japao  1981      Y# 73A            10             IENES                                                                                                 BRONZE    23.5MM       1.35; 
1004                      Japao  1982      Y# 73A            10             IENES                                                                                                 BRONZE    23.5MM       2.02; 
1005                      Japao  1983      Y# 73A            10             IENES                                                                                                 BRONZE    23.5MM       1.62; 
1006                      Japao  1968      Y# 73A            10             IENES                                                                                                 BRONZE    23.5MM       1.28; 
1007                      Japao  1979       Y# 82           100             IENES                                                                                           CUPRO-NIQUEL    22.6MM       6.13; 
1008                      Japao  1967       Y# 82           100             IENES                                                                                           CUPRO-NIQUEL    22.6MM        6.2; 
1009                      Japao  2007       Y# 98           100             IENES                                                                                           CUPRO-NIQUEL    22.6MM        9.1; 
1010                      Japao  1989       Y# 96             5             IENES                                                                                                  LATAO      22MM        2.7; 
1011                      Japao  1993       Y# 96             5             IENES                                                                                                  LATAO      22MM       1.15; 
1012                      Japao  1980      Y# 72A             5             IENES                                                                                                  LATAO      22MM       1.35; 
1013                      Japao  1976      Y# 72A             5             IENES                                                                                                  LATAO      22MM       2.63; 
1014                      Japao  1974      Y# 72A             5             IENES                                                                                                  LATAO      22MM       1.28; 
1015                      Japao  1966       Y# 74             1              IENE                                                                                               ALUMINIO      20MM       0.81; 
1016                      Japao  1976       Y# 74             1              IENE                                                                                               ALUMINIO      20MM       0.67; 
1017                      Japao  1965       Y# 74             1              IENE                                                                                               ALUMINIO      20MM       1.15; 
1018                      Japao  1974       Y# 74             1              IENE                                                                                               ALUMINIO      20MM       0.61; 
1019                      Japao  1991       Y# 95             1              IENE                                                                                               ALUMINIO      20MM       0.61; 
1020                      Japao  1993       Y# 95             1              IENE                                                                                               ALUMINIO      20MM       1.01; 
1021                      Japao  1992       Y# 95             1              IENE                                                                                               ALUMINIO      20MM       0.74; 
1022                      Japao  1995       Y# 95             1              IENE                                                                                               ALUMINIO      20MM       0.67; 
1023                      Japao  2007       Y# 95             1              IENE                                                                                               ALUMINIO      20MM       0.74; 
1024                      Japao  1996       Y# 95             1              IENE                                                                                               ALUMINIO      20MM       1.48; 
1025                      Japao  1979       Y# 81            50             IENES                                                                                           CUPRO-NIQUEL      21MM       3.03; 
1026                     Jersey  1993    KM# 56.2             5             PENCE                                                                                           CUPRO-NIQUEL      18MM       2.97; 
1027                     Jersey  1994     KM# 54B             1              PENI                                                                          ACO COM REVESTIMENTO DE COBRE   20.32MM       2.43; 
1028                     Jersey  1992     KM# 55B             2             PENCE                                                                          ACO COM REVESTIMENTO DE COBRE   25.91MM       3.64; 
1029                   Jordania  1996      KM# 53             2      1/2 PIASTRES                                                                                         ACO INOXIDAVEL      22MM       6.87; 
1030                 Iugoslavia  1963      KM# 39            10            DINARA                                                                                        ALUMINIO-BRONZE      21MM        1.35;
1031                 Iugoslavia  1980      KM# 45            20              PARA                                                                                                  LATAO    23.2MM        0.94;
1032                 Iugoslavia  1990     KM# 141            50              PARA                                                                                            COBRE-ZINCO      22MM        0.88;
1033                 Iugoslavia  1977      KM# 44            10              PARA                                                                                                  LATAO      21MM        0.74;
1034                       Laos  1980      KM# 24            50               ATT                                                                                               ALUMINIO      26MM       4.31; 
1035                     Libano  1961      KM# 24            10          PIASTRES                                                                                           CUPRO-NIQUEL    21.8MM       7.01; 
1036                      Libia  1979      KM# 22            50            DIRHAM                                                                                           CUPRO-NIQUEL      25MM       4.11; 
1037                   Lituania  1991      KM# 85             1            CENTAS                                                                                               ALUMINIO   18.75MM       0.61; 
1038                   Lituania  1991      KM# 86             2            CENTAS                                                                                               ALUMINIO   21.75MM       0.47; 
1039                   Lituania  1991      KM# 87             5            CENTAS                                                                                               ALUMINIO    24.4MM       0.54; 
1040                 Luxemburgo  2004      KM# 78            10  CENTIMOS DE EURO                                                                                           OURO NORDICO   19.75MM       0.74; 
1041                 Luxemburgo  2002      KM# 78            10  CENTIMOS DE EURO                                                                                           OURO NORDICO   19.75MM       1.01; 
1042                      Macau  2010      KM# 70            10              AVOS                                                                                                  LATAO      17MM        2.9; 
1043                    Malasia  1990      KM# 52            20               SEN                                                                                           CUPRO-NIQUEL    23.6MM       1.35; 
1044                    Malasia  1996      KM# 51            10               SEN                                                                                           CUPRO-NIQUEL    19.4MM       2.02; 
1045                    Malasia  1995      KM# 50             5               SEN                                                                                           CUPRO-NIQUEL   16.25MM       1.35; 
1046                    Malasia  1995      KM# 49             1               SEN                                                                         ACO COM REVESTIMENTO DE BRONZE   17.66MM       1.95; 
1047                   Maldivas  2012     KM# 114             5             LAARI                                                                                               ALUMINIO   16.85MM        2.7; 
1048                     Mexico  2008     KM# 549            50          CENTAVOS                                                                                        ALUMINIO-BRONZE      22MM       1.15; 
1049                     Mexico  2007     KM# 616            10             PESOS                                                       BIMETALICA: CENTRO DE CUPRO-NIQUEL ANEL DE LATAO   27.95MM       7.41; 
1050                     Mexico  1969     KM# 451            50          CENTAVOS                                                                                           CUPRO-NIQUEL      25MM        2.7; 
1051                     Mexico  1986     KM# 496             1              PESO                                                                                         ACO INOXIDAVEL      24MM       3.77; 
1052                     Mexico  1977     KM# 442            20          CENTAVOS                                                                                           CUPRO-NIQUEL      20MM       1.55; 
1053                     Mexico  1971     KM# 460             1              PESO                                                                                           CUPRO-NIQUEL      29MM       2.16; 
1054                     Mexico  1994     KM# 548            20          CENTAVOS                                                                                        ALUMINIO-BRONZE    19.5MM       1.35; 
1055                     Mexico  1998     KM# 616            10             PESOS                                                       BIMETALICA: CENTRO DE CUPRO-NIQUEL ANEL DE LATAO   27.95MM          6; 
1056                     Mexico  1999     KM# 603             1              PESO                                           BIMETALICA: CENTRO DE ALUMINIO-BRONZE ANEL DE ACO INOXIDAVEL      21MM       0.94; 
1057                 Mocambique  1998     KM# 124          5000          METICAIS                                                                         ACO COM REVESTIMENTO DE NIQUEL    28.5MM      19.41; 
1058                   Moldavia  2017       KM# 1             1               BAN                                                                                               ALUMINIO    14.5MM       1.35; 
1059                    Nigeria  1973    KM# 10.1            10              KOBO                                                                                           CUPRO-NIQUEL    22.8MM       2.29; 
1060                    Noruega  2001     KM# 460            50               ORE                                                                                                 BRONZE    18.5MM           ; 
1061                    Noruega  1956     KM# 397             1             COROA                                                                                           CUPRO-NIQUEL      25MM       4.92; 
1062                    Noruega  1990     KM# 418            50               ORE                                                                                           CUPRO-NIQUEL      22MM        3.1; 
1063                    Noruega  1976     KM# 416            10               ORE                                                                                           CUPRO-NIQUEL      15MM       1.35; 
1064              Nova zelandia  2012    KM# 117A            10          CENTIMOS                                                                          ACO COM REVESTIMENTO DE COBRE    20.5MM       4.25; 
1065              Nova zelandia  2006    KM# 117A            10          CENTIMOS                                                                          ACO COM REVESTIMENTO DE COBRE    20.5MM       1.95; 
1066              Nova zelandia  1987      KM# 59             2          CENTIMOS                                                                                                 BRONZE    21.1MM       1.82; 
1067                       Oman  1999     KM# 150             5             BAISA                                                                         ACO COM REVESTIMENTO DE BRONZE      19MM        2.9; 
1068                     Panama  2001     KM# 128           1/4            BALBOA                                                                 COBRE COM REVESTIMENTO DE CUPRO-NIQUEL   24.26MM       3.03; 
1069          Papua nova guine   2010      KM# 3A             5              TOEA                                                                         ACO COM REVESTIMENTO DE NIQUEL   19.53MM       5.05; 
1070                  Paquistao  2015      KM# 67             1             RUPIA                                                                                               ALUMINIO      20MM       6.47; 
1071                  Paquistao  1975      KM# 34             2             PAISA                                                                                               ALUMINIO    19.3MM       3.98; 
1072                   Paraguai  2012    KM# 177B           100          GUARANIS                                                                                             NIQUEL-ACO      21MM       4.99; 
1073                   Paraguai  2007    KM# 195A           500          GUARANIS                                                                                             NIQUEL-ACO      23MM       6.13; 
1074                   Paraguai  1953      KM# 28            50          CENTIMOS                                                                                        ALUMINIO-BRONZE      25MM       8.63; 
1075                   Paraguai  2012    KM# 195A           500          GUARANIS                                                                                             NIQUEL-ACO      23MM        6.4; 
1076                   Paraguai  1947      KM# 21             5          CENTIMOS                                                                                        ALUMINIO-BRONZE      19MM       4.31; 
1077                   Paraguai  1939      KM# 18             5             PESOS                                                                                           CUPRO-NIQUEL   25.35MM      28.58; 
1078                   Paraguai  1944      KM# 22            10          CENTIMOS                                                                                        ALUMINIO-BRONZE    21.1MM      10.78; 
1079                   Paraguai  2011    KM# 191B            50          GUARANIS                                                                                               ALUMINIO      19MM        3.5; 
1080                       Peru  2011   KM# 308.4             1          NOVO SOL                                                                                           CUPRO-NIQUEL    25.5MM       2.29; 
1081                       Peru  1978     KM# 272            10             SOLES                                                                                                  LATAO   24.48MM           ; 
1082                       Peru  1976   KM# 266.1             1               SOL                                                                                                  LATAO      21MM       1.89; 
1083                       Peru  1996     KM# 306            20          CENTIMOS                                                                                                  LATAO      23MM       2.02; 
1084                       Peru  1996     KM# 305            10          CENTIMOS                                                                                                  LATAO    20.5MM       1.82; 
1085                       Peru  1996     KM# 304             5          CENTIMOS                                                                                                  LATAO    18.5MM       2.97; 
1086                       Peru  2011   KM# 306.4            20          CENTIMOS                                                                                                  LATAO      23MM       2.02; 
1087                       Peru  2008   KM# 305.4            10          CENTIMOS                                                                                                  LATAO    20.5MM       2.02; 
1088                       Peru  2005     KM# 313             2        NOVOS SOIS                                                                BIMETALICA: CENTRO DE LATAO ANEL DE ACO   22.22MM        6.4; 
1089                       Peru  2011   KM# 305.4            10          CENTIMOS                                                                                                  LATAO    20.5MM       1.15; 
1090                       Peru  1962     KM# 220           1/2               SOL                                                                                                  LATAO      27MM       5.26; 
1091                       Peru  2011   KM# 307.4            50          CENTIMOS                                                                                           CUPRO-NIQUEL      22MM       3.37; 
1092                       Peru  2004   KM# 307.4            50          CENTIMOS                                                                                           CUPRO-NIQUEL      22MM       2.49; 
1093                   Polonia   1991      Y# 276             1             GROSZ                                                                                         MANGANES-LATAO    15.5MM       0.54; 
1094                   Polonia   1991      Y# 277             2            GROSZE                                                                                         MANGANES-LATAO    17.5MM       0.67; 
1095                   Polonia   1990      Y# 278             5            GROSZY                                                                                         MANGANES-LATAO    19.5MM       0.67; 
1096                   Polonia   1949      Y# 42A            10            GROSZY                                                                                               ALUMINIO    17.6MM       0.81; 
1097                   Polonia   2013      Y# 279            10            GROSZY                                                                                           CUPRO-NIQUEL    16.5MM       0.34; 
1098                   Polonia   2003      Y# 276             1             GROSZ                                                                                         MANGANES-LATAO    15.5MM       0.74; 
1099                   Polonia   2010      Y# 277             2            GROSZE                                                                                         MANGANES-LATAO    17.5MM        0.4; 
1100                   Polonia   2012      Y# 280            20            GROSZY                                                                                           CUPRO-NIQUEL    18.5MM       0.74; 
1101                   Polonia   1991      Y# 281            50            GROSZY                                                                                           CUPRO-NIQUEL    20.5MM       1.15; 
1102                   Portugal  1950     KM# 583            10          CENTAVOS                                                                                                 BRONZE    17.5MM       3.77; 
1103                   Portugal  1992     KM# 662           200           ESCUDOS                                                                                           CUPRO-NIQUEL      36MM      17.12; 
1104                   Portugal  1992     KM# 663           200           ESCUDOS                                                                                           CUPRO-NIQUEL      36MM      15.84; 
1105                   Portugal  1989     KM# 647           100           ESCUDOS                                                                                           CUPRO-NIQUEL      34MM      20.22; 
1106                   Portugal  1989     KM# 648           100           ESCUDOS                                                                                           CUPRO-NIQUEL      34MM      13.48; 
1107                   Portugal  2009     KM# 742             5  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   21.25MM       0.34; 
1108                   Portugal  2002     KM# 746             1              EURO                               BIMETALICA: NUCLEO DE NIQUEL BANHADO A CUPRO-NIQUEL ANEL DE NIQUEL-LATAO   23.25MM       6.74; 
1109                   Portugal  1985     KM# 614             1            ESCUDO                                                                                           NIQUEL-LATAO      18MM       1.55; 
1110                   Portugal  1852     KM# 480             5              REIS                                                                                                  COBRE      27MM      76.97; 
1111                   Portugal  1979     KM# 597             1            ESCUDO                                                                                                 BRONZE      26MM       1.75; 
1112                   Portugal  2012     KM# 742             5  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   21.25MM       0.34; 
1113                   Portugal  1883     KM# 526            10              REIS                                                                                                 BRONZE    25.3MM      19.41; 
1114                   Portugal  1978     KM# 596            50          CENTAVOS                                                                                                 BRONZE    22.6MM       2.09; 
1115                   Portugal  1978     KM# 590           2.5           ESCUDOS                                                                                           CUPRO-NIQUEL      20MM       0.81; 
1116                   Portugal  1976     KM# 594            10          CENTAVOS                                                                                               ALUMINIO      15MM       0.88; 
1117                   Portugal  1970     KM# 596            50          CENTAVOS                                                                                                 BRONZE    22.6MM       2.83; 
1118                   Portugal  1943     KM# 583            10          CENTAVOS                                                                                                 BRONZE    17.5MM       4.72; 
1119                   Portugal  1972     KM# 594            10          CENTAVOS                                                                                               ALUMINIO      15MM       1.21; 
1120                   Portugal  1975     KM# 590           2.5           ESCUDOS                                                                                           CUPRO-NIQUEL      20MM       1.55; 
1121                   Portugal  1965     KM# 591             5           ESCUDOS                                                                                           CUPRO-NIQUEL    24.5MM       2.22; 
1122                   Portugal  1958     KM# 577            50          CENTAVOS                                                                                           CUPRO-NIQUEL      23MM       8.09; 
1123                   Portugal  1953     KM# 584            20          CENTAVOS                                                                                                 BRONZE      21MM       8.36; 
1124                   Portugal  2003     KM# 743            10  CENTIMOS DE EURO                                                                                           OURO NORDICO   19.75MM       0.67; 
1125                   Portugal  2002     KM# 740             1   CENTIMO DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   16.25MM       0.34; 
1126                   Portugal  2007     KM# 742             5  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   21.25MM       0.54; 
1127                   Portugal  2006     KM# 742             5  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   21.25MM       0.34; 
1128                   Portugal  2005     KM# 742             5  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   21.25MM       0.34; 
1129                   Portugal  2002     KM# 742             5  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   21.25MM       0.34; 
1130                   Portugal  2002     KM# 741             2  CENTIMOS DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   18.75MM       0.27; 
1131                   Portugal  2002     KM# 743            10  CENTIMOS DE EURO                                                                                           OURO NORDICO   19.75MM       0.67; 
1132                   Portugal  2004     KM# 740             1   CENTIMO DE EURO                                                                          ACO COM REVESTIMENTO DE COBRE   16.25MM       0.07; 
1133                   Portugal  1998     KM# 632             5           ESCUDOS                                                                                           NIQUEL-LATAO    21.1MM       1.35; 
1134                   Portugal  1988     KM# 633            10           ESCUDOS                                                                                           NIQUEL-LATAO    23.5MM       1.48; 
1135                   Portugal  1987     KM# 634            20           ESCUDOS                                                                                           CUPRO-NIQUEL    26.5MM       2.02; 
1136                     Quenia  1967       KM# 2            10          CENTIMOS                                                                                           NIQUEL-LATAO    30.8MM       5.05; 
1137                Reino unido  1980     KM# 915             1        PENNY NOVO                                                                                                 BRONZE   20.32MM       0.54; 
1138                Reino unido  2015    KM# 1336            20             PENCE                                                                                           CUPRO-NIQUEL    21.4MM       1.82; 
1139                Reino unido  1997     KM# 939            20             PENCE                                                                                           CUPRO-NIQUEL    21.4MM       5.19; 
1140                Reino unido  2001     KM# 988             5             PENCE                                                                                           CUPRO-NIQUEL      18MM       1.48; 
1141                Reino unido  2004     KM# 990            20             PENCE                                                                                           CUPRO-NIQUEL    21.4MM       2.22; 
1142                Reino unido  1942     KM# 849             3             PENCE                                                                                           NIQUEL-LATAO    21.6MM       2.83; 
1143                Reino unido  1998     KM# 986             1              PENI                                                                          ACO COM REVESTIMENTO DE COBRE   20.32MM       0.67; 
1144                Reino unido  2000     KM# 986             1              PENI                                                                          ACO COM REVESTIMENTO DE COBRE   20.32MM       0.61; 
1145                Reino unido  2009    KM# 1107             1              PENI                                                                          ACO COM REVESTIMENTO DE COBRE   20.32MM       0.81; 
1146                Reino unido  2005     KM# 987             2             PENCE                                                                          ACO COM REVESTIMENTO DE COBRE    25.9MM       0.81; 
1147                Reino unido  1981     KM# 916             2       PENCE NOVOS                                                                                                 BRONZE   25.91MM       1.08; 
1148                Reino unido  1989     KM# 935             1              PENI                                                                                                 BRONZE   20.32MM       0.54; 
1149                Reino unido  1994    KM# 935A             1              PENI                                                                          ACO COM REVESTIMENTO DE COBRE   20.32MM       0.67; 
1150                Reino unido  1938     KM# 845             1              PENI                                                                                                 BRONZE    30.8MM       3.37; 
1151                Reino unido  2008    KM# 1107             1              PENI                                                                          ACO COM REVESTIMENTO DE COBRE   20.32MM       0.94; 
1152                Reino unido  2006     KM# 986             1              PENI                                                                          ACO COM REVESTIMENTO DE COBRE   20.32MM       1.62; 
1153                Reino unido  2001    KM# 1013             1             LIBRA                                                                                           NIQUEL-LATAO    22.5MM      10.24; 
1154                Reino unido  2009    KM# 1113             1             LIBRA                                                                                           NIQUEL-LATAO    22.5MM        9.5; 
1155                Reino unido  2003     KM# 994             2            LIBRAS                                                BIMETALICA: CENTRO DE CUPRO-NIQUEL ANEL DE NIQUEL-LATAO    28.4MM      23.25; 
1156                Reino unido  1994    KM# 936A             2             PENCE                                                                          ACO COM REVESTIMENTO DE COBRE    25.9MM       0.94; 
1157                Reino unido  1997    KM# 937B             5             PENCE                                                                                           CUPRO-NIQUEL      18MM       1.28; 
1158                Reino unido  1996    KM# 936A             2             PENCE                                                                          ACO COM REVESTIMENTO DE COBRE    25.9MM       1.21; 
1159                Reino unido  1996    KM# 935A             1              PENI                                                                          ACO COM REVESTIMENTO DE COBRE   20.32MM       0.67; 
1160                Reino unido  2012    KM# 1107             1              PENI                                                                          ACO COM REVESTIMENTO DE COBRE   20.32MM       1.08; 
1161                Reino unido  1971     KM# 914           1/2        PENNY NOVO                                                                                                 BRONZE   17.14MM       1.28; 
1162                Reino unido  2002     KM# 986             1              PENI                                                                          ACO COM REVESTIMENTO DE COBRE   20.32MM       1.35; 
1163                Reino unido  1971     KM# 916             2       PENCE NOVOS                                                                                                 BRONZE   25.91MM       0.81; 
1164                Reino unido  1960     KM# 903             6             PENCE                                                                                           CUPRO-NIQUEL    19.3MM       3.37; 
1165                Reino unido  1990    KM# 937B             5             PENCE                                                                                           CUPRO-NIQUEL      18MM       1.35; 
